fecha,mes,anio,tipo_pago,afluencia
2023-08-10,Agosto,2023,Gratuidad,5372
2023-08-11,Agosto,2023,Prepago,68155
2023-08-11,Agosto,2023,Gratuidad,5132
2023-08-12,Agosto,2023,Prepago,49704
2023-08-12,Agosto,2023,Gratuidad,4004
2023-08-13,Agosto,2023,Prepago,31208
2023-08-13,Agosto,2023,Gratuidad,2594
2023-08-14,Agosto,2023,Prepago,66031
2023-08-14,Agosto,2023,Gratuidad,5466
2023-08-15,Agosto,2023,Prepago,68704
2023-08-15,Agosto,2023,Gratuidad,5492
2023-08-16,Agosto,2023,Prepago,65414
2023-08-16,Agosto,2023,Gratuidad,5320
2023-08-17,Agosto,2023,Prepago,66024
2023-08-17,Agosto,2023,Gratuidad,5041
2023-08-18,Agosto,2023,Prepago,69946
2023-08-18,Agosto,2023,Gratuidad,4973
2023-08-19,Agosto,2023,Prepago,37774
2023-08-19,Agosto,2023,Gratuidad,2856
2023-08-20,Agosto,2023,Prepago,30261
2023-08-20,Agosto,2023,Gratuidad,1653
2023-08-21,Agosto,2023,Prepago,66236
2023-08-21,Agosto,2023,Gratuidad,5057
2023-08-22,Agosto,2023,Prepago,66640
2023-08-22,Agosto,2023,Gratuidad,4627
2023-08-23,Agosto,2023,Prepago,72577
2023-08-23,Agosto,2023,Gratuidad,4803
2023-08-24,Agosto,2023,Prepago,66705
2023-08-24,Agosto,2023,Gratuidad,5585
2023-08-25,Agosto,2023,Prepago,68228
2023-08-25,Agosto,2023,Gratuidad,5554
2023-08-26,Agosto,2023,Prepago,57294
2023-08-26,Agosto,2023,Gratuidad,4101
2023-08-27,Agosto,2023,Prepago,30712
2023-08-27,Agosto,2023,Gratuidad,2731
2023-08-28,Agosto,2023,Prepago,76772
2023-08-28,Agosto,2023,Gratuidad,5210
2023-08-29,Agosto,2023,Prepago,82194
2023-08-29,Agosto,2023,Gratuidad,4622
2023-08-30,Agosto,2023,Prepago,78313
2023-08-30,Agosto,2023,Gratuidad,4903
2023-08-31,Agosto,2023,Prepago,77866
2023-08-31,Agosto,2023,Gratuidad,4867
